ID,Sport,Sex,Age,Body mass,10 m,20 m,30 m,40 m,F0,V0,Pmax,FV Slope,RF max,DRF
,,,(y),(kg),(s),(s),(s),(s),(N/kg),(m/s),(W/kg),(N/s/m/kg),(%),(%)
1,Alpine skiing,M,21.1369863013699,77,2.019,3.27,4.459,5.636,8.69379669784412,8.85954117590478,19.2557624548737,-0.981291979486315,47.2394290473129%,-9.10159049316348%
2,Alpine skiing,M,22.7178082191781,81,2.044,3.289,4.442,5.645,8.07871696586748,9.19780306645279,18.576611920415,-0.87833115228712,46.4806281807924%,-8.14984859962675%
3,Alpine skiing,M,22.7260273972603,81,2.096,3.367,4.595,5.787,8.01564231389234,8.67594485198239,17.3858176671366,-0.923892722999596,45.3564915572227%,-8.63092373442137%
4,Alpine skiing,M,27.3369863013699,82,2.052,3.322,4.493,5.667,8.12502627843668,8.96804330101703,18.2163968717303,-0.905997663672661,46.1759234394059%,-8.42824932930723%
5,Alpine skiing,M,19.9972602739726,83,2.105,3.417,4.629,5.825,7.8015952212113,8.63010053319664,16.83213776959,-0.903998185328386,44.7515225727071%,-8.46363941518945%
6,Alpine skiing,M,20.5890410958904,85,1.983,3.173,4.335,5.452,8.95636351370341,9.21797952132285,20.6398938637103,-0.971618942414194,48.5211364876862%,-8.9621262213703%
7,Alpine skiing,M,20.627397260274,85,2.039,3.302,4.432,5.585,7.97057943367315,9.27079709816036,18.4734061710884,-0.859751254318227,46.3382353017985%,-7.98041184121739%
8,Alpine skiing,M,24.1095890410959,85,1.989,3.243,4.385,5.512,8.71687750151305,9.08845952601745,19.8057470914384,-0.959114960743272,47.7561701677075%,-8.87585267279429%
9,Alpine skiing,M,29.6520547945206,86,2.137,3.453,4.645,5.86,7.30680461288518,8.82064295680924,16.1126786613567,-0.828375510568033,43.7983120728819%,-7.76853323306846%
10,Alpine skiing,M,30.1315068493151,86,2.025,3.225,4.329,5.434,7.93063637725147,9.77159642287851,19.3737445137752,-0.811600892427695,47.0532031381257%,-7.49220298356318%
11,Alpine skiing,M,26.1178082191781,87,2.011,3.25,4.406,5.552,8.52949841749028,9.1050881176901,19.4154586727368,-0.936783730946928,47.3773309805424%,-8.68004276755664%
12,Alpine skiing,M,30.5972602739726,87,2.017,3.313,4.529,5.715,8.97878165045675,8.48911272734995,19.0554723962471,-1.05768199090221,47.003122223959%,-9.8521184813553%
13,Alpine skiing,M,25.7534246575342,92,2.037,3.339,4.53,5.68,8.49479605245966,8.64677763394038,18.3631531278233,-0.982423327172869,46.3822577414898%,-9.16217465867869%
14,Alpine skiing,W,18.6191780821918,55.9,2.186,3.658,5.044,6.47,8.16424964547472,7.36179572367167,15.0258845317609,-1.10900247058239,42.6593206300251%,-10.5013823360101%
15,Alpine skiing,W,23.3232876712329,64.3,2.192,3.584,4.881,6.197,7.42422491660738,8.01923197591879,14.8841454619177,-0.92580248818114,42.6035183647341%,-8.73991468089188%
16,Alpine skiing,W,23.358904109589,64.6,2.217,3.69,5.029,6.403,7.4690745396631,7.5815099521919,14.1567157390297,-0.985169786330453,41.7651878259598%,-9.34613641854455%
17,Alpine skiing,W,19.0667696917808,65,2.11,3.44,4.67,5.95,7.87274086310321,8.47860141504176,16.687457955541,-0.928542394873793,44.6212995413825%,-8.69357169667385%
18,Alpine skiing,W,19.3917808219178,66.5,2.203,3.627,5.023,6.387,7.99667931598029,7.45997388317687,14.9137547123384,-1.07194467986192,42.600300385907%,-10.1584183754367%
19,Alpine skiing,W,29.2438356164384,67,2.186,3.641,4.948,6.319,7.59392983375378,7.7392468218082,14.6928243327283,-0.981223368190695,42.4091015156158%,-9.28720118498585%
20,Alpine skiing,W,20.7671232876712,68,2.129,3.468,4.723,5.974,7.83303332938381,8.32436521428931,16.3012575423728,-0.94097665440458,44.2180209115967%,-8.83215549878852%
21,Alpine skiing,W,25.5972602739726,68,2.288,3.752,5.136,6.507,6.99931707434555,7.49794117665001,13.1201169250412,-0.933498531055796,40.450717560167%,-8.89157989405086%
22,Alpine skiing,W,23.5917808219178,69.8,2.204,3.642,5.004,6.399,7.75392731479058,7.56054467541242,14.6559784683437,-1.02557787139425,42.3507208407408%,-9.72218864177628%
23,Alpine skiing,W,23.4328767123288,71.1,2.228,3.65,4.999,6.341,7.38927976650932,7.70017779687588,14.2246919982448,-0.959624564709051,41.8474795806544%,-9.1015583978094%
24,Athletics jumping,M,24.0520547945205,68,1.917,3.096,4.145,5.168,8.87839999230254,10.0845223809099,22.3836058572612,-0.880398660139767,49.9142889443356%,-8.01315097531091%
25,Athletics jumping,M,16.2845227676306,72,2.01,3.18,4.26,5.3,7.91531904179339,10.1652823324373,20.1153632027868,-0.778661997073674,47.592307518893%,-7.14199109557591%
26,Athletics jumping,M,23,73.8,1.95,3.12,4.18,5.23,8.51801143220036,10.1312639047294,21.574555440781,-0.840764934395207,49.1296115875613%,-7.67740657948415%
27,Athletics jumping,M,19.9561643835616,75,1.98,3.249,4.358,5.433,8.56292832133896,9.26192187922976,19.8272932924214,-0.924530398009691,47.7429297707578%,-8.53556808043988%
28,Athletics jumping,M,20,75,1.97,3.14,4.25,5.31,8.67694858948545,9.72269855714661,21.0908388828564,-0.892442415908031,48.8362491324663%,-8.18345174701349%
29,Athletics jumping,M,23.0297320839675,78.3,2.03,3.19,4.26,5.31,7.61014498027792,10.3993059377797,19.7850564701921,-0.731793547166547,47.0380086465127%,-6.71887950205252%
30,Athletics jumping,M,26.9643835616438,80,1.936,3.096,4.16,5.196,8.74844104280771,10.0783860907857,22.042541630473,-0.868039879004642,49.6087222492472%,-7.92423450379177%
31,Athletics jumping,M,25.6595573630137,84.2,2.03,3.25,4.37,5.43,7.99406420017759,9.5429971379275,19.0718329456759,-0.837689049324572,46.8554853282029%,-7.74839401395349%
32,Athletics jumping,M,17.7856442478437,90.4,1.91,3.08,4.11,5.14,8.82005996104246,10.2382043074134,22.5753939711974,-0.861485051109587,50.0449663388458%,-7.85406125028834%
33,Athletics jumping,W,18.6356164383562,56,2.017,3.288,4.46,5.64,8.57555808095404,8.92383231101445,19.1317105719497,-0.96097257120906,47.1047079302081%,-8.89233382428003%
34,Athletics jumping,W,17.6684931506849,59,2.06,3.339,4.528,5.694,8.15493213496572,8.86333597365683,18.0699758386429,-0.920074806957946,46.0365941813929%,-8.54920862321821%
35,Athletics jumping,W,17,59.3,2.09,3.34,4.48,5.6,7.43661537919098,9.46667935159882,17.6000133139924,-0.785556909977627,45.1931943050789%,-7.28605169481544%
36,Athletics jumping,W,31.1123287671233,60,2.176,3.556,4.843,6.113,7.52650243776779,8.09793953122274,15.237290405661,-0.929434260252044,43.0129784432105%,-8.7554513792498%
37,Athletics jumping,W,16.8109589041096,61,2.171,3.528,4.781,6.014,7.34718117494746,8.36850630428152,15.3712329953116,-0.877956102057122,43.0893464759107%,-8.25521094055153%
38,Athletics jumping,W,19.6931506849315,61,2.119,3.452,4.667,5.893,7.6580156623218,8.59174195802861,16.4489236203026,-0.891322819019922,44.3099587816788%,-8.34099656440521%
39,Athletics jumping,W,18.0649214865551,61.9,2.04,3.32,4.49,5.65,8.26377735698161,8.93503743021332,18.459289999895,-0.924873277982934,46.4311608651642%,-8.58361582780119%
40,Athletics jumping,W,23.9930195649417,65,2.09,3.34,4.52,5.68,7.72583968979742,9.11526420893276,17.6057675020906,-0.847571667996882,45.4275075136037%,-7.88304981615385%
41,Athletics sprinting,M,19.5668519469812,67,1.89,3.03,4.08,5.12,9.27718902609536,10.2068077358332,23.6726211795843,-0.908921698752663,51.0151060675947%,-8.23186273473157%
42,Athletics sprinting,M,18.9224749175545,68.6,1.86,2.96,3.96,4.95,9.24459726978192,10.8766873893953,25.1376486360687,-0.849946030332303,52.0205914286034%,-7.63105046223446%
43,Athletics sprinting,M,17,70,1.92,3.07,4.12,5.15,8.83998650849401,10.248879959577,22.6499901424589,-0.862531958941868,50.0952879039543%,-7.83851429300247%
44,Athletics sprinting,M,20.7698630136986,71,1.914,3.087,4.142,5.175,8.97747660215555,10.0399259122289,22.5332999911025,-0.894177574679187,50.0687156014854%,-8.14132688508622%
45,Athletics sprinting,M,17.2612837392187,72,1.95,3.12,4.18,5.23,8.51657415039566,10.1372204285206,21.5835973646003,-0.840129127155477,49.1340528478148%,-7.66890947136219%
46,Athletics sprinting,M,24.1910603120243,72,1.86,3,4,5.03,9.25692634066001,10.5974349733063,24.5249187369576,-0.873506312044107,51.618766009049%,-7.8769413585061%
47,Athletics sprinting,M,25.5636757356672,75,1.91,3.09,4.2,5.3,9.56498409793092,9.50079483918407,22.7187378886249,-1.00675619880582,50.2972510632937%,-9.20235637462893%
48,Athletics sprinting,M,22.7342465753425,79,1.93,3.064,4.065,5.081,8.27807731924882,10.9311233629599,22.6221710962072,-0.757294291206987,49.6628640116452%,-6.86671806527944%
49,Athletics sprinting,W,17.5490135083714,57,1.98,3.21,4.35,5.44,8.80056569969983,9.24697969866319,20.344663090469,-0.951723263864427,48.230236109249%,-8.75685990458708%
50,Athletics sprinting,W,24.0246575342466,57,1.98,3.2,4.34,5.42,8.79726042193493,9.29418382918926,20.4408388886786,-0.946533938171774,48.3139962699187%,-8.70371413366064%
51,Athletics sprinting,W,16.6547945205479,58,2.011,3.243,4.369,5.48,8.26698646156938,9.43227642911983,19.4941253853284,-0.876457186522555,47.3433144505916%,-8.07705828931272%
52,Athletics sprinting,W,19.9033397070015,58,2.02,3.27,4.42,5.55,8.34908734752019,9.17968366219593,19.1604951795695,-0.909517980658056,47.0872779121604%,-8.40398010684999%
53,Athletics sprinting,W,17.6684931506849,62,2.028,3.289,4.467,5.641,8.47819370783511,8.93339647877733,18.9347664539916,-0.949044826116962,46.9152561772811%,-8.79554097465434%
54,Athletics throwing,M,20.6739726027397,83,1.968,3.2,4.348,5.47,9.05930824685453,9.0989203260526,20.6074809868201,-0.995646507741732,48.4900707227409%,-9.19030142259261%
55,Athletics throwing,M,29.6493150684932,90,2,3.23,4.36,5.48,8.46045798571171,9.3104298559707,19.692625156339,-0.908707558790757,47.6062637223038%,-8.40476738336919%
56,Athletics throwing,M,18.8429159373415,90.7,2.11,3.36,4.55,5.68,7.58128633055061,9.04673185331249,17.1464661339187,-0.838013821286711,44.936520377257%,-7.82632554230516%
